customerID,churn_probability,risk_segment,MonthlyCharges,TotalCharges,Churn
6152-ONASV,0.2134116,Low Risk,58.25,3975.7,No
9063-ZGTUY,0.21090649,Low Risk,19.4,1182.55,Yes
7781-HVGMK,0.034257825,Low Risk,65.2,4784.45,No
2181-UAESM,0.2453478,Low Risk,53.45,119.5,No
2957-LOLHO,0.39741534,Medium Risk,45.4,518.9,Yes
6048-NJXHX,0.05751673,Low Risk,19.75,899.45,No
2320-SLKMB,0.2300781,Low Risk,44.45,1183.8,No
4980-URKXC,0.27446148,Low Risk,20.85,720.05,No
4376-KFVRS,0.07471863,Low Risk,114.05,8468.2,No
5886-VLQVU,0.28299844,Low Risk,89.85,3161.2,No
3577-AMVUX,0.30638942,Medium Risk,55.05,55.05,No
0771-WLCLA,0.28718832,Low Risk,112.95,1882.55,No
5628-RKIFK,0.32050604,Medium Risk,101.55,5070.4,No
0206-TBWLC,0.19343661,Low Risk,114.65,6049.5,No
2937-FTHUR,0.2060699,Low Risk,64.8,1166.7,No
1910-FMXJM,0.4070908,Medium Risk,80.4,2937.65,No
7752-XUSCI,0.4966083,Medium Risk,105.9,6396.45,Yes
4110-PFEUZ,0.45022663,Medium Risk,69.55,69.55,Yes
0732-OCQOC,0.046178542,Low Risk,25.05,1270.25,No
5168-MSWXT,0.493854,Medium Risk,94.75,759.55,No
1090-ESELR,0.0478112,Low Risk,105.5,7611.55,No
8592-PLTMQ,0.24429655,Low Risk,24.7,1642.75,No
5760-WRAHC,0.19367425,Low Risk,69.75,1545.4,No
8847-GEOOQ,0.3038628,Medium Risk,60.2,3582.4,No
0256-LTHVJ,0.46395895,Medium Risk,81.05,2227.1,Yes
4785-FCIFB,0.03668114,Low Risk,24.4,1417.9,No
8313-NDOIA,0.48442504,Medium Risk,104.15,2494.65,No
5149-CUZUJ,0.32856622,Medium Risk,92.9,2768.35,No
0942-KOWSM,0.030336605,Low Risk,80.8,2369.3,No
4237-CLSMM,0.3481582,Medium Risk,20.0,38.0,No
1452-VOQCH,0.56674606,High Risk,75.1,75.1,No
4719-UMSIY,0.3503348,Medium Risk,19.65,100.9,No
6614-VBEGU,0.3007927,Medium Risk,69.45,1614.05,No
0880-TKATG,0.5337909,High Risk,101.15,385.9,Yes
3811-VBYBZ,0.5043493,High Risk,99.8,673.25,Yes
1480-BKXGA,0.04684284,Low Risk,116.05,8404.9,No
2996-XAUVF,0.050772827,Low Risk,40.05,2799.75,No
9076-AXYIK,0.07491619,Low Risk,102.1,6538.45,No
5968-XQIVE,0.22296098,Low Risk,89.7,6588.95,No
8896-RAZCR,0.033074867,Low Risk,19.9,868.1,No
4640-UHDOS,0.42330986,Medium Risk,55.95,734.35,Yes
4933-IKULF,0.18292163,Low Risk,20.65,330.6,No
3583-EKAPL,0.51481855,High Risk,55.0,55.0,Yes
1304-BCCFO,0.402863,Medium Risk,70.05,564.4,No
4104-PVRPS,0.26115572,Low Risk,53.6,1315.35,No
9399-APLBT,0.4803146,Medium Risk,74.7,74.7,Yes
2359-KMGLI,0.42957583,Medium Risk,80.25,1861.5,Yes
3780-DDGSE,0.34954977,Medium Risk,76.05,2747.2,No
4431-EDMIQ,0.2814072,Low Risk,75.7,554.05,No
0306-JAELE,0.39902934,Medium Risk,96.1,453.4,Yes
6227-HWPWX,0.50629264,High Risk,69.0,994.8,Yes
0486-LGCCH,0.037218757,Low Risk,19.65,225.75,No
0447-BEMNG,0.24595182,Low Risk,45.3,2145.0,Yes
4612-SSVHJ,0.3901229,Medium Risk,81.45,1671.6,No
5168-MQQCA,0.5002187,High Risk,108.5,8003.8,No
5949-XIKAE,0.45247486,Medium Risk,83.55,680.05,Yes
7971-HLVXI,0.08979041,Low Risk,84.5,6130.85,No
9094-AZPHK,0.49920493,Medium Risk,100.15,1415.0,No
3649-JPUGY,0.043864153,Low Risk,88.6,6201.95,No
8372-JUXUI,0.56674606,High Risk,74.35,74.35,Yes
3552-CTCYF,0.09078332,Low Risk,104.8,6597.25,No
6778-YSNIH,0.38172063,Medium Risk,59.0,114.15,No
0388-EOPEX,0.3034747,Medium Risk,74.4,139.4,Yes
5756-OZRIO,0.2892486,Low Risk,64.05,3902.6,No
6579-JPICP,0.4145267,Medium Risk,20.4,20.4,No
8205-OTCHB,0.3160189,Medium Risk,43.75,903.6,Yes
4134-BSXLX,0.17579912,Low Risk,60.9,1785.65,No
0505-SPOOW,0.046560854,Low Risk,19.8,1397.65,No
6235-VDHOM,0.44100323,Medium Risk,28.45,131.05,Yes
7783-YKGDV,0.2891712,Low Risk,99.7,1238.45,Yes
4374-YMUSQ,0.30122566,Medium Risk,116.25,3899.05,No
4513-CXYIX,0.047537606,Low Risk,80.7,5676.0,No
3957-HHLMR,0.26577452,Low Risk,65.2,4543.15,No
7803-XOCCZ,0.20914954,Low Risk,84.05,4326.8,No
5736-YEJAX,0.041632824,Low Risk,79.45,5502.55,No
5609-CEBID,0.43739435,Medium Risk,94.1,1782.4,Yes
8981-FJGLA,0.4320971,Medium Risk,78.0,851.8,No
7218-HKQFK,0.39439654,Medium Risk,94.2,167.5,Yes
4636-QRJKY,0.33740902,Medium Risk,80.5,502.85,Yes
1135-LMECX,0.40633905,Medium Risk,19.85,19.85,No
4332-MUOEZ,0.24475604,Low Risk,94.3,1818.3,No
8535-SFUTN,0.36778584,Medium Risk,106.45,6300.15,No
5956-VKDTT,0.4810321,Medium Risk,74.35,334.8,Yes
8677-HDZEE,0.33395553,Medium Risk,105.45,5916.95,No
2475-MROZF,0.1801196,Low Risk,95.0,2852.4,No
9412-GHEEC,0.45410073,Medium Risk,104.8,4131.95,Yes
3482-ABPKK,0.19461569,Low Risk,54.3,1546.3,No
6705-LXORM,0.54497164,High Risk,70.05,302.6,No
0257-ZESQC,0.2424114,Low Risk,75.2,1929.35,Yes
7531-GQHME,0.44230118,Medium Risk,20.05,265.45,No
5174-ITUMV,0.30746397,Medium Risk,105.4,6989.45,No
4109-CYRBD,0.38297468,Medium Risk,51.6,1442.0,No
0913-XWSCN,0.42817414,Medium Risk,85.5,4713.4,No
6825-UYPFK,0.46082193,Medium Risk,75.6,1758.6,Yes
8397-MVTAZ,0.48413047,Medium Risk,100.05,3480.0,Yes
0750-EBAIU,0.28252423,Low Risk,91.25,4738.3,No
8606-CIQUL,0.038990907,Low Risk,115.75,8399.15,No
3571-DPYUH,0.23333032,Low Risk,94.7,5430.35,No
7601-GNDYK,0.036177974,Low Risk,19.6,686.95,No
0356-OBMAC,0.08039054,Low Risk,99.9,5706.3,No
8067-NIOYM,0.028745934,Low Risk,21.1,490.65,No
1403-GYAFU,0.054342233,Low Risk,20.05,1360.25,No
4234-XTNEA,0.5356686,High Risk,79.95,174.45,No
1297-VQDRP,0.35700682,Medium Risk,107.15,7379.8,No
9282-IZGQK,0.5547136,High Risk,85.0,85.0,Yes
5348-CAGXB,0.5033545,High Risk,89.55,1021.75,No
0621-HJWXJ,0.30585024,Medium Risk,81.55,5029.05,No
5844-QVTAT,0.12539174,Low Risk,58.45,1955.4,No
8905-IAZPF,0.402986,Medium Risk,95.65,6744.2,No
5394-MEITZ,0.059247795,Low Risk,80.6,4946.7,No
6859-QNXIQ,0.03918804,Low Risk,113.1,8248.5,No
2782-LFZVW,0.3956902,Medium Risk,58.95,601.6,No
2866-IKBTM,0.40633905,Medium Risk,19.55,19.55,No
1342-JPNKI,0.5959335,High Risk,86.05,834.1,Yes
2817-NTQDO,0.3420796,Medium Risk,45.55,597.0,Yes
7129-AZJDE,0.35918182,Medium Risk,78.95,2647.2,No
6986-IJDHX,0.37991443,Medium Risk,86.3,3266.0,Yes
2560-PPCHE,0.251841,Low Risk,105.05,6744.25,No
4676-MQUEA,0.16500068,Low Risk,101.9,5265.5,No
8138-EALND,0.34904435,Medium Risk,19.75,311.6,No
3580-HYCSP,0.049683217,Low Risk,110.3,7966.9,No
1352-HNSAW,0.030482775,Low Risk,115.6,8220.4,No
2075-PUEPR,0.14113313,Low Risk,19.35,1153.25,No
1982-FEBTD,0.03582911,Low Risk,25.6,514.75,No
5301-GAUUY,0.31306472,Medium Risk,80.35,2596.15,Yes
5791-KAJFD,0.23853928,Low Risk,68.75,3808.0,No
2654-VBVPB,0.44561842,Medium Risk,19.9,19.9,No
1154-HYWWO,0.19592562,Low Risk,70.6,2708.2,No
2501-XWWTZ,0.5613311,High Risk,70.2,760.05,No
3716-UVSPD,0.3341984,Medium Risk,49.3,49.3,No
6815-ABQFQ,0.27004403,Low Risk,107.25,6033.3,No
7343-EOBEU,0.4094124,Medium Risk,23.6,89.05,No
3701-SFMUH,0.32600388,Medium Risk,69.7,516.15,No
6103-LIANB,0.116659895,Low Risk,99.5,5861.75,No
7319-VENRZ,0.40073416,Medium Risk,64.3,445.95,No
5846-NEQVZ,0.045629647,Low Risk,70.85,4973.4,No
6967-QIQRV,0.3900797,Medium Risk,101.9,1667.25,No
5781-RFZRP,0.10851826,Low Risk,73.5,5357.75,No
0939-YAPAF,0.47905234,Medium Risk,100.25,3527.6,Yes
0308-IVGOK,0.19181755,Low Risk,40.4,422.6,No
7293-LSCDV,0.039301928,Low Risk,19.25,1103.25,No
7025-WCBNE,0.044115327,Low Risk,59.6,2754.0,No
5756-JYOJT,0.21526119,Low Risk,64.9,697.25,No
4710-FDUIZ,0.35860762,Medium Risk,100.3,5614.45,Yes
6030-REHUX,0.48817042,Medium Risk,110.85,3204.4,No
9548-LIGTA,0.021853473,Low Risk,81.05,4747.65,No
5150-LJNSR,0.32074907,Medium Risk,98.05,3082.1,No
8270-RKSAP,0.53174275,High Risk,70.5,597.9,No
6522-YRBXD,0.26525307,Low Risk,94.55,3365.4,No
2640-LYMOV,0.30873132,Medium Risk,19.65,38.8,No
1218-VKFPE,0.37990254,Medium Risk,19.0,233.55,Yes
3627-FHKBK,0.25292188,Low Risk,75.3,75.3,Yes
2865-TCHJW,0.48049518,Medium Risk,89.2,346.2,Yes
1423-BMPBQ,0.3900282,Medium Risk,19.0,19.0,No
2393-DIVAI,0.3481833,Medium Risk,20.0,61.7,No
5192-EBGOV,0.58406633,High Risk,85.7,85.7,Yes
4568-KNYWR,0.037185792,Low Risk,63.25,3342.45,No
8752-IMQOS,0.3450138,Medium Risk,20.1,85.1,No
0742-LAFQK,0.043637767,Low Risk,99.15,7422.1,No
0795-LAFGP,0.055610422,Low Risk,90.4,6668.05,No
0619-OLYUR,0.06267618,Low Risk,111.9,8071.05,No
5512-IDZEI,0.32566008,Medium Risk,24.9,1174.8,No
0459-SPZHJ,0.08749103,Low Risk,83.5,5435.0,No
0215-BQKGS,0.18619548,Low Risk,84.3,2438.6,No
9244-ZVAPM,0.3792327,Medium Risk,45.6,45.6,No
0719-SYFRB,0.22459142,Low Risk,61.65,713.75,Yes
8208-EUMTE,0.042869706,Low Risk,54.85,916.15,No
5172-MIGPM,0.33529967,Medium Risk,65.55,237.2,No
1710-RCXUS,0.27820143,Low Risk,90.35,4614.55,No
0374-FIUCA,0.09872083,Low Risk,20.4,1414.45,No
5839-SUYVZ,0.32313323,Medium Risk,74.55,1170.5,No
5173-ZXXXL,0.3450138,Medium Risk,19.95,47.7,No
1096-ADRUX,0.23895343,Low Risk,74.25,4859.25,No
2001-MCUUW,0.059075948,Low Risk,108.65,4903.2,No
2731-GJRDG,0.2818198,Low Risk,109.55,3608.0,No
4723-BEGSG,0.062301263,Low Risk,86.65,6094.25,No
6516-NKQBO,0.060973436,Low Risk,81.0,3084.9,No
8672-OAUPW,0.20557661,Low Risk,47.85,2356.75,No
8207-DMRVL,0.053793006,Low Risk,114.55,8306.05,No
3419-SNJJD,0.29680666,Low Risk,105.25,6786.4,Yes
6543-CPZMK,0.42421702,Medium Risk,29.95,248.95,Yes
4765-OXPPD,0.34310174,Medium Risk,65.0,663.05,Yes
2804-ETQDK,0.034054868,Low Risk,20.55,1357.1,No
6689-VRRTK,0.218108,Low Risk,109.8,4860.35,No
7138-GIRSH,0.04705356,Low Risk,69.5,3418.2,No
9396-ZSFLL,0.37143692,Medium Risk,48.85,631.4,No
6464-KEXXH,0.47893763,Medium Risk,25.25,186.3,No
7134-MJPDY,0.48322555,Medium Risk,102.85,6976.75,No
5240-CAOYT,0.18521827,Low Risk,87.55,4884.85,No
4059-IIEBK,0.44955552,Medium Risk,78.55,522.95,No
4881-JVQOD,0.42487785,Medium Risk,34.55,362.6,No
0516-UXRMT,0.13780731,Low Risk,92.05,5755.8,No
4851-BQDNX,0.42042184,Medium Risk,85.05,3355.65,No
5148-HKFIR,0.034420244,Low Risk,19.7,406.95,No
1009-IRMNA,0.3476613,Medium Risk,20.0,137.6,Yes
3003-CMDUU,0.32526946,Medium Risk,95.15,2395.7,No
5016-IBERQ,0.46127242,Medium Risk,84.25,1968.1,No
6797-UCJHZ,0.31722322,Medium Risk,104.6,6819.45,No
2469-DTSGX,0.042057123,Low Risk,111.65,7943.45,No
4554-YGZIH,0.5640279,High Risk,90.05,4547.25,Yes
5099-BAILX,0.34441873,Medium Risk,110.75,4687.9,Yes
9931-KGHOA,0.23546483,Low Risk,55.0,2473.95,No
1775-KWJKQ,0.043769866,Low Risk,89.85,6562.9,No
7665-VIGUD,0.30405042,Medium Risk,20.35,176.3,No
9411-TPQQV,0.28776702,Low Risk,54.55,2236.2,No
7207-RMRDB,0.555986,High Risk,105.5,6985.65,Yes
7954-MLBUN,0.055887707,Low Risk,99.45,3109.9,No
2077-DDHJK,0.053036038,Low Risk,70.9,4911.35,No
4913-EHYUI,0.28210145,Low Risk,104.55,5794.65,Yes
0195-IESCP,0.526633,High Risk,85.25,855.3,Yes
9574-BOSMD,0.06390434,Low Risk,25.4,1620.2,No
4580-TMHJU,0.37725753,Medium Risk,56.15,2499.3,Yes
0970-ETWGE,0.63463116,High Risk,89.55,89.55,Yes
4908-XAXAY,0.21051504,Low Risk,89.85,4287.2,No
8404-VLQFB,0.35914442,Medium Risk,25.25,394.85,No
1626-ERCMM,0.5619342,High Risk,94.55,1899.65,Yes
0887-HJGAR,0.43845978,Medium Risk,45.7,45.7,Yes
2391-IPLOP,0.27803496,Low Risk,69.65,3442.15,No
5644-PDMZC,0.46058238,Medium Risk,89.5,161.5,Yes
3509-GWQGF,0.36284506,Medium Risk,70.0,1732.6,No
9576-ANLXO,0.47368282,Medium Risk,69.55,222.3,Yes
2024-BASKD,0.42414597,Medium Risk,74.6,74.6,Yes
5845-BZZIB,0.03617929,Low Risk,20.1,655.3,No
1140-UKVZG,0.41159803,Medium Risk,24.8,475.25,No
4160-AMJTL,0.38687795,Medium Risk,19.65,164.3,Yes
5183-SNMJQ,0.40217113,Medium Risk,95.1,865.1,No
8100-PNJMH,0.035351604,Low Risk,88.85,6132.7,No
7838-LAZFO,0.22857466,Low Risk,78.8,3597.5,No
4464-JCOLN,0.3450138,Medium Risk,19.85,35.9,Yes
2085-JVGAD,0.26808843,Low Risk,20.35,697.65,No
5650-VDUDS,0.3978949,Medium Risk,24.25,96.05,Yes
8095-WANWK,0.3847109,Medium Risk,45.25,428.7,No
3030-ZKIWL,0.4145267,Medium Risk,20.05,20.05,No
9565-FLVCG,0.024135286,Low Risk,69.55,4459.15,No
8755-OGKNA,0.09313547,Low Risk,19.5,1167.6,No
2800-VEQXM,0.3665358,Medium Risk,74.75,238.1,No
7538-GWHML,0.54016745,High Risk,69.65,145.15,Yes
5533-RJFTJ,0.34724388,Medium Risk,30.2,1453.1,No
3859-CVCET,0.38191494,Medium Risk,45.65,191.05,Yes
0214-JHPFW,0.037899695,Low Risk,57.8,4039.3,No
5642-MHDQT,0.20257233,Low Risk,19.85,1039.45,No
3088-FVYWK,0.063152514,Low Risk,25.55,1336.1,No
3276-HDUEG,0.49858353,Medium Risk,75.05,75.05,Yes
9092-GDZKO,0.34274945,Medium Risk,24.85,493.4,No
0823-HSCDJ,0.51428473,High Risk,49.15,2550.9,Yes
3729-OWRVL,0.04720054,Low Risk,110.35,7246.15,No
2324-AALNO,0.26362482,Low Risk,24.55,1203.95,No
0822-GAVAP,0.45044652,Medium Risk,34.7,62.25,Yes
5760-IFJOZ,0.5413395,High Risk,107.95,313.6,No
2826-UWHIS,0.48566657,Medium Risk,81.4,3775.85,No
1448-PWKYE,0.52413696,High Risk,80.0,80.0,Yes
7501-IWUNG,0.0757839,Low Risk,73.8,4616.05,No
4957-TREIR,0.3189353,Medium Risk,64.4,195.65,No
7251-LJBQN,0.28647378,Low Risk,103.75,4188.4,No
8040-MNRTF,0.45022663,Medium Risk,71.1,71.1,No
1536-HBSWP,0.28457823,Low Risk,49.9,49.9,No
5313-FPXWG,0.22544223,Low Risk,24.6,1266.4,No
0067-DKWBL,0.28415826,Low Risk,49.25,91.1,Yes
0946-FKYTX,0.29369992,Low Risk,30.1,1623.4,No
5076-YVXCM,0.48027477,Medium Risk,83.4,4149.45,No
8262-COGGB,0.4113557,Medium Risk,20.45,20.45,No
6663-JOCQO,0.20256083,Low Risk,75.25,2344.5,No
9620-QJREV,0.2269065,Low Risk,20.55,1013.05,No
2276-YDAVZ,0.526188,High Risk,75.1,270.7,Yes
2682-KEVRP,0.17094989,Low Risk,20.05,417.0,No
2480-JZOSN,0.3900282,Medium Risk,20.65,20.65,No
0078-XZMHT,0.10189436,Low Risk,85.15,6316.2,No
5896-NPFWW,0.3767522,Medium Risk,50.15,168.15,Yes
9978-HYCIN,0.21085623,Low Risk,84.95,4018.05,No
8338-QIUNR,0.046113048,Low Risk,66.5,4811.6,No
1525-LNLOJ,0.07552902,Low Risk,63.3,4189.7,No
9450-TRJUU,0.5551298,High Risk,83.15,2848.45,No
1766-GKNMI,0.487441,Medium Risk,84.9,2516.2,No
6942-LBFDP,0.33335325,Medium Risk,20.55,33.6,No
1456-TWCGB,0.37243578,Medium Risk,49.25,208.45,No
7133-VBDCG,0.20221263,Low Risk,79.85,2015.35,Yes
7596-ZYWBB,0.015545195,Low Risk,59.6,3739.8,No
8329-UTMVM,0.46292436,Medium Risk,104.65,2964.0,No
3014-WJKSM,0.28104407,Low Risk,75.3,2263.4,No
3347-YJZZE,0.34166577,Medium Risk,80.1,2211.8,No
1029-QFBEN,0.4145267,Medium Risk,19.55,19.55,Yes
7929-DMBCV,0.21855195,Low Risk,81.0,1683.7,No
9661-JALZV,0.11128553,Low Risk,24.7,1519.0,No
5433-KYGHE,0.22467926,Low Risk,86.0,1164.05,No
4312-KFRXN,0.052555118,Low Risk,25.4,1710.9,No
5575-TPIZQ,0.18994573,Low Risk,89.15,4245.55,No
0114-IGABW,0.03200379,Low Risk,58.25,4145.9,No
9944-AEXBM,0.4024272,Medium Risk,85.65,2664.3,No
1853-ARAAQ,0.3071568,Medium Risk,50.35,1277.5,No
6952-OMNWB,0.42812327,Medium Risk,80.35,5589.3,No
4697-LUPSU,0.3450138,Medium Risk,20.2,34.75,No
8434-VGEQQ,0.08305755,Low Risk,20.55,1305.95,No
4952-YSOGZ,0.49238613,Medium Risk,85.95,381.3,Yes
1589-AGTLK,0.4260746,Medium Risk,45.35,141.5,Yes
5244-IRFIH,0.539783,High Risk,94.5,3105.55,Yes
6549-YMFAW,0.31084925,Medium Risk,21.25,204.55,No
4950-HKQTE,0.033353172,Low Risk,26.25,605.9,No
6786-OBWQR,0.5240022,High Risk,80.85,356.1,No
2684-EIWEO,0.18698524,Low Risk,91.7,2758.15,Yes
2753-JMMCV,0.05095242,Low Risk,74.2,4805.65,No
6439-GTPCA,0.29690567,Low Risk,87.25,3941.7,Yes
6621-YOBKI,0.363288,Medium Risk,20.35,92.75,No
1216-JWVUX,0.39322695,Medium Risk,75.5,1901.05,No
7564-GHCVB,0.053036038,Low Risk,79.05,5730.7,No
1173-NOEYG,0.344692,Medium Risk,90.15,2423.4,No
7595-EHCDL,0.3197293,Medium Risk,50.6,1653.45,No
6647-ZEDXT,0.29009262,Low Risk,110.45,3327.05,No
2521-NPUZR,0.044791326,Low Risk,101.0,7085.5,No
1307-TVUFB,0.33249795,Medium Risk,79.35,3344.1,No
7503-MIOGA,0.08056805,Low Risk,89.85,6697.35,No
4381-MHQDC,0.02906693,Low Risk,65.0,2879.9,No
6923-JHPMP,0.2918468,Low Risk,80.45,137.1,No
5138-WVKYJ,0.3059709,Medium Risk,98.55,1008.55,Yes
4018-PPNDW,0.080475226,Low Risk,24.1,1551.6,No
1635-FJFCC,0.3759293,Medium Risk,44.05,202.15,No
2499-AJYUA,0.034910396,Low Risk,110.8,7882.25,No
6919-ELBGL,0.037169397,Low Risk,114.95,8196.4,No
3966-HRMZA,0.37668943,Medium Risk,75.05,202.9,No
6425-JWTDV,0.04183095,Low Risk,19.25,855.1,No
8405-IGQFX,0.38065562,Medium Risk,90.05,5817.0,No
8224-IVVPA,0.19823194,Low Risk,56.7,1652.95,No
9477-LGWQI,0.041928723,Low Risk,80.15,5600.15,No
1410-RSCMR,0.25289848,Low Risk,71.35,515.75,No
0139-IVFJG,0.2645774,Low Risk,90.35,190.5,No
6683-VLCTZ,0.5269136,High Risk,98.55,1842.8,Yes
5730-DBDSI,0.05636397,Low Risk,19.7,1253.8,No
0030-FNXPP,0.38980746,Medium Risk,19.85,57.2,No
2189-WWOEW,0.3802422,Medium Risk,85.9,1269.55,Yes
5684-FJVYR,0.028685978,Low Risk,90.35,6563.4,No
4013-GUXND,0.4145267,Medium Risk,20.8,20.8,No
1894-IGFSG,0.52494407,High Risk,89.25,1907.85,Yes
7379-POKDZ,0.52692014,High Risk,70.3,208.85,Yes
1266-NZYUI,0.053687986,Low Risk,66.85,4758.8,No
7969-FFOWG,0.037259597,Low Risk,19.9,1292.6,No
4718-DHSMV,0.43761966,Medium Risk,35.8,363.15,No
5175-WLYXL,0.4106466,Medium Risk,78.85,1600.25,No
7817-OMJNA,0.256015,Low Risk,20.4,275.7,No
8728-SKJLR,0.29022107,Low Risk,74.25,3089.1,No
3137-NYQQI,0.19341764,Low Risk,64.8,1175.6,No
7706-DZNKK,0.33188102,Medium Risk,20.45,237.3,No
0236-HFWSV,0.5503201,High Risk,93.35,1444.65,Yes
3900-AQPHZ,0.40633905,Medium Risk,19.9,19.9,Yes
5842-POCOP,0.2669835,Low Risk,88.9,454.15,Yes
2037-XJFUP,0.5265566,High Risk,95.8,3036.75,Yes
8823-RLPWL,0.037335277,Low Risk,110.65,8065.65,No
9505-SQFSW,0.4380962,Medium Risk,40.3,92.5,No
7314-OXENN,0.43563855,Medium Risk,82.0,184.65,Yes
3758-CKOQL,0.19589524,Low Risk,107.0,6152.3,No
0322-CHQRU,0.4555028,Medium Risk,45.35,89.5,Yes
5676-CFLYY,0.04833414,Low Risk,73.35,5154.5,No
7521-AFHAB,0.38191494,Medium Risk,44.8,220.45,No
0285-INHLN,0.14805198,Low Risk,54.75,1510.3,No
4678-DVQEO,0.28457823,Low Risk,52.2,52.2,Yes
5125-CNDSP,0.15903142,Low Risk,40.6,2588.95,No
0691-IFBQW,0.29226965,Low Risk,110.0,4874.8,Yes
4992-LTJNE,0.061155606,Low Risk,55.3,3983.6,No
2202-OUTMO,0.17903897,Low Risk,60.85,2003.6,No
0810-BDHAW,0.39729556,Medium Risk,78.4,1832.4,No
0229-LFJAF,0.047796078,Low Risk,69.65,4908.25,No
7131-ZQZNK,0.058622967,Low Risk,59.85,3590.2,No
3442-ZHHCC,0.20231996,Low Risk,76.9,5023.0,No
5726-CVNYA,0.026052795,Low Risk,19.85,146.6,No
9871-ELEYA,0.044868506,Low Risk,67.65,2339.3,No
4257-GAESD,0.5133249,High Risk,45.0,298.7,No
5173-WXOQV,0.27743092,Low Risk,64.2,143.65,No
2040-OBMLJ,0.29094633,Low Risk,81.7,2548.65,No
6286-ZHAOK,0.3283287,Medium Risk,25.55,507.4,No
3807-XHCJH,0.42586792,Medium Risk,20.0,20.0,No
3009-JWMPU,0.3582415,Medium Risk,96.75,6125.4,Yes
5671-RQRLP,0.10283523,Low Risk,75.65,5411.4,No
1450-GALXR,0.41296753,Medium Risk,98.5,1058.25,Yes
8859-AXJZP,0.03472975,Low Risk,23.8,903.8,No
3174-AKMAS,0.026322804,Low Risk,64.2,3009.5,No
3138-BKYAV,0.47522053,Medium Risk,85.35,489.45,Yes
9926-PJHDQ,0.06356136,Low Risk,76.8,5468.45,No
7382-DFJTU,0.2665544,Low Risk,55.2,1058.1,No
2798-NYLMZ,0.049904212,Low Risk,108.55,7616.0,No
4289-DTDKW,0.5504421,High Risk,101.3,4113.1,Yes
1820-TQVEV,0.5869429,High Risk,69.55,69.55,Yes
2239-JALAW,0.3510457,Medium Risk,103.25,6017.65,Yes
4853-RULSV,0.060936086,Low Risk,104.0,7250.15,Yes
8098-TDCBU,0.05292449,Low Risk,25.25,1108.2,No
3551-GAEGL,0.3027924,Medium Risk,30.4,938.65,No
4785-NKHCX,0.3772623,Medium Risk,20.05,94.15,No
3196-NVXLZ,0.5006649,High Risk,84.6,2088.05,No
6275-YDUVO,0.37235913,Medium Risk,86.2,178.7,Yes
0036-IHMOT,0.19042818,Low Risk,103.7,5656.75,No
0115-TFERT,0.44533524,Medium Risk,111.2,2317.1,Yes
4178-EGMON,0.03651754,Low Risk,88.0,5986.45,No
4220-TINQT,0.58367586,High Risk,106.35,6751.35,No
5318-YKDPV,0.06632494,Low Risk,79.15,3566.6,No
7975-TZMLR,0.44954705,Medium Risk,103.1,4889.3,No
0295-QVKPB,0.33523628,Medium Risk,63.95,318.1,No
4335-BSMJS,0.03806026,Low Risk,25.8,1563.95,No
2311-QYMUQ,0.42572457,Medium Risk,89.45,1430.25,Yes
3643-AHCFP,0.59917927,High Risk,95.6,644.35,Yes
9146-JRIOX,0.38105607,Medium Risk,25.55,372.45,No
3104-OWCGK,0.27754802,Low Risk,90.95,5453.4,Yes
5337-IIWKZ,0.31964207,Medium Risk,44.85,1442.6,No
9101-BWFSS,0.41370073,Medium Risk,108.55,5610.7,Yes
9650-VBUOG,0.0576665,Low Risk,25.05,963.95,No
3487-EARAT,0.18846554,Low Risk,74.1,5222.3,No
2672-TGEFF,0.46921465,Medium Risk,88.8,3340.55,No
9231-ZJYAM,0.5240022,High Risk,78.85,292.8,Yes
4250-WAROZ,0.1953176,Low Risk,93.25,5774.55,No
8184-WMOFI,0.25043726,Low Risk,71.4,4487.3,No
6982-SSHFK,0.3792327,Medium Risk,44.4,44.4,Yes
6092-QZVPP,0.24247593,Low Risk,79.2,2854.95,No
4625-LAMOB,0.04320524,Low Risk,20.4,905.55,No
0727-BMPLR,0.2823776,Low Risk,100.0,5509.3,Yes
0392-BZIUW,0.054400176,Low Risk,105.0,7589.8,No
1038-ZAGBI,0.27325967,Low Risk,19.8,229.6,Yes
6549-NNDYT,0.3353085,Medium Risk,30.85,394.1,No
3027-ZTDHO,0.63463116,High Risk,89.9,89.9,Yes
0422-OHQHQ,0.2495786,Low Risk,20.55,295.95,No
6916-HIJSE,0.03291141,Low Risk,84.85,5459.2,No
2316-ESMLS,0.31866038,Medium Risk,33.15,444.75,No
9778-OGKQZ,0.08521567,Low Risk,92.0,6782.15,No
7408-OFWXJ,0.038892977,Low Risk,89.8,6510.45,No
6007-TCTST,0.042757433,Low Risk,115.8,8476.5,No
2252-NKNSI,0.030025546,Low Risk,85.15,4461.85,No
8713-IGZSO,0.39760673,Medium Risk,24.85,62.0,No
7905-TVXTA,0.30895588,Medium Risk,64.35,352.65,No
7695-PKLCZ,0.043280937,Low Risk,20.5,1424.9,No
2382-BCKQJ,0.43598086,Medium Risk,100.15,6413.65,Yes
8374-UULRV,0.07633542,Low Risk,86.05,6309.65,No
2207-NHRJK,0.4090201,Medium Risk,50.8,50.8,Yes
3224-DFQNQ,0.21285951,Low Risk,89.0,5898.6,No
5275-PMFUT,0.035688937,Low Risk,64.8,4719.75,No
4795-UXVCJ,0.23723546,Low Risk,19.8,457.3,No
